time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-03-08 00:00:00+00:00,,,4,3
2024-03-09 00:00:00+00:00,1.0,1.0,2,2
2024-03-10 00:00:00+00:00,1.0,1.0,3,1
2024-03-11 00:00:00+00:00,21.0,2.0,6,2
2024-03-12 00:00:00+00:00,,,8,6
2024-03-13 00:00:00+00:00,7.0,2.0,19,4
2024-03-14 00:00:00+00:00,,,9,2
2024-03-15 00:00:00+00:00,,,7,3
2024-03-17 00:00:00+00:00,,,1,1
2024-03-18 00:00:00+00:00,17.0,2.0,11,5
2024-03-19 00:00:00+00:00,1.0,1.0,57,4
2024-03-20 00:00:00+00:00,1.0,1.0,5,3
2024-03-21 00:00:00+00:00,,,6,3
