time_iso8601,clones_total,clones_unique,views_total,views_unique
2022-09-21 00:00:00+00:00,1665,152,52,7
2022-09-22 00:00:00+00:00,2704,163,27,4
2022-09-23 00:00:00+00:00,2629,131,21,8
2022-09-24 00:00:00+00:00,2058,128,21,1
2022-09-25 00:00:00+00:00,1481,123,7,3
2022-09-26 00:00:00+00:00,1208,140,4,3
2022-09-27 00:00:00+00:00,538,134,22,3
2022-09-28 00:00:00+00:00,505,132,24,6
2022-09-29 00:00:00+00:00,747,151,17,3
2022-09-30 00:00:00+00:00,1326,145,32,7
2022-10-01 00:00:00+00:00,1004,136,35,3
2022-10-02 00:00:00+00:00,916,112,148,5
2022-10-03 00:00:00+00:00,115,5,47,5
2022-10-04 00:00:00+00:00,168,1,50,7
