time_iso8601,clones_total,clones_unique,views_total,views_unique
2022-09-02 00:00:00+00:00,714,118,12,5
2022-09-03 00:00:00+00:00,609,115,6,2
2022-09-04 00:00:00+00:00,523,109,6,4
2022-09-05 00:00:00+00:00,628,111,16,3
2022-09-06 00:00:00+00:00,520,129,23,4
2022-09-07 00:00:00+00:00,1006,153,18,5
2022-09-08 00:00:00+00:00,1439,154,16,3
2022-09-09 00:00:00+00:00,1745,144,147,9
2022-09-10 00:00:00+00:00,1586,141,2,2
2022-09-11 00:00:00+00:00,927,131,26,2
2022-09-12 00:00:00+00:00,1203,150,28,3
2022-09-13 00:00:00+00:00,1811,163,52,11
2022-09-14 00:00:00+00:00,1644,167,38,7
2022-09-15 00:00:00+00:00,1190,147,59,9
