referrer,views_total,views_unique
Google,84,12
github.com,64,14
DuckDuckGo,10,1
ease-lab.github.io,7,2
ecosia.org,4,1
papago.naver.net,2,1
webmail.iitk.ac.in,2,1
youtube.com,1,1
