time_iso8601,clones_total,clones_unique,views_total,views_unique
2022-08-25 00:00:00+00:00,414,100,30,4
2022-08-26 00:00:00+00:00,1342,121,190,10
2022-08-27 00:00:00+00:00,725,122,6,2
2022-08-28 00:00:00+00:00,1331,138,24,4
2022-08-29 00:00:00+00:00,1755,150,55,9
2022-08-30 00:00:00+00:00,838,134,43,5
2022-08-31 00:00:00+00:00,932,140,54,6
2022-09-01 00:00:00+00:00,684,135,19,5
2022-09-02 00:00:00+00:00,741,118,12,5
2022-09-03 00:00:00+00:00,609,115,6,2
2022-09-04 00:00:00+00:00,523,109,6,4
2022-09-05 00:00:00+00:00,628,111,16,3
2022-09-06 00:00:00+00:00,520,129,23,4
2022-09-07 00:00:00+00:00,968,151,18,5
